CHROM	POS	informativeness	normalized_Inf
1	114902	0.1457134898582434	0.09053688168552432
1	114922	0.020624599265437096	0.012814784034908577
1	114941	0.027169941711743723	0.016881633955454754
1	114950	0.017478630018549886	0.01086008343876736
1	114981	0.1441728260800513	0.08957961345772297
1	114982	0.1441728260800513	0.08957961345772297
1	114995	0.26771796019483773	0.16634252127809226
1	115027	0.012297262367426481	0.00764071870832731
1	115028	0.15309528043745424	0.09512344605199105
1	115041	0.019923793834267886	0.012379349138194036
1	115047	0.1441728260800513	0.08957961345772297
1	289862	0.011871767615801429	0.0073763439546709
1	289864	0.0982602340161351	0.06105251607222745
1	289876	0.1410478939143976	0.0876379839350733
1	289878	0.017027207396701098	0.010579598793562215
1	289892	0.1192768947071989	0.07411090156737114
1	289898	0.01798319229383337	0.011173585607061873
1	289902	0.02661526501530735	0.01653699394657272
1	289904	0.17859439361215657	0.11096693586772285
1	289931	0.16543354731755083	0.1027896422965149
1	289933	0.015771232034614176	0.009799217424151452
1	289934	0.01734129212760302	0.010774750609283333
1	289938	0.017190537759248968	0.010681081653687493
1	289942	0.17863685545723032	0.11099331889545304
1	289950	0.1410478939143976	0.0876379839350733
1	289968	0.04176527105223707	0.02595022195610617
1	289992	0.01585871832123422	0.009853575710323382
1	289998	0.0632367153569472	0.0392911803980736
1	290005	0.017386494436071806	0.010802836382657732
1	290008	0.07090149325307663	0.044053574670579125
1	290009	0.35673635240148144	0.2216527581744091
1	290011	0.016207668932161814	0.010070390915328615
1	356056	0.16089927620411593	0.09997234125097328
1	356057	0.18341448689384218	0.11396182821147022
1	356063	0.019290446783205725	0.011985828489668804
1	356091	0.04295522020737065	0.02668957893654036
1	356130	0.11288297263674632	0.07013813441614723
1	356133	0.025927212828895457	0.01610948308635489
1	356140	0.012183670240779008	0.007570139951750316
1	356157	0.1572403856056984	0.09769894470044474
1	356181	0.18434162102153082	0.11453788903402562
1	356192	0.1449782831774875	0.09008007209064908
1	356213	0.06869948749769857	0.04268539156866141
1	464907	0.01669380658704111	0.010372445223310005
1	464914	0.013523782215515603	0.00840279833787583
1	464917	0.010553059079380117	0.006556984272490363
1	464918	0.18277763472988776	0.11356612971385545
1	464921	0.011386574926815392	0.007074876787010959
1	464922	0.14807458711826457	0.09200391389706847
1	464940	0.017718672676859455	0.011009230328159652
1	464945	0.011801957641119715	0.007332968578620429
1	464946	0.011091308207060294	0.006891417259014293
1	464955	0.16614824919768023	0.10323371154243473
