CHROM	POS	informativeness	normalized_Inf
1	114902	0.14571348985824353	0.09053688168552441
1	114922	0.02062459926543702	0.01281478403490853
1	114941	0.027169941711743778	0.016881633955454788
1	114950	0.01747863001854985	0.01086008343876734
1	114981	0.14417282608005122	0.08957961345772293
1	114982	0.14417282608005122	0.08957961345772293
1	114995	0.2677179601948377	0.16634252127809224
1	115027	0.012297262367426467	0.007640718708327302
1	115028	0.15309528043745435	0.09512344605199112
1	115041	0.019923793834267844	0.01237934913819401
1	115047	0.14417282608005122	0.08957961345772293
1	289862	0.011871767615801429	0.0073763439546709
1	289864	0.09826023401613523	0.06105251607222753
1	289876	0.14104789391439745	0.08763798393507322
1	289878	0.017027207396701265	0.010579598793562319
1	289892	0.11927689470719904	0.07411090156737123
1	289898	0.017983192293833536	0.011173585607061977
1	289902	0.026615265015307296	0.016536993946572685
1	289904	0.17859439361215662	0.1109669358677229
1	289931	0.16543354731755092	0.10278964229651495
1	289933	0.015771232034614134	0.009799217424151426
1	289934	0.017341292127602978	0.01077475060928331
1	289938	0.0171905377592491	0.010681081653687577
1	289942	0.1786368554572303	0.11099331889545302
1	289950	0.14104789391439745	0.08763798393507322
1	289968	0.04176527105223714	0.025950221956106214
1	289992	0.0158587183212344	0.009853575710323494
1	289998	0.0632367153569472	0.0392911803980736
1	290005	0.017386494436071855	0.010802836382657761
1	290008	0.07090149325307651	0.044053574670579056
1	290009	0.3567363524014816	0.22165275817440921
1	290011	0.01620766893216169	0.010070390915328537
1	356056	0.16089927620411604	0.09997234125097335
1	356057	0.18341448689384224	0.11396182821147025
1	356063	0.019290446783205913	0.01198582848966892
1	356091	0.04295522020737065	0.02668957893654036
1	356130	0.11288297263674654	0.07013813441614737
1	356133	0.025927212828895423	0.016109483086354865
1	356140	0.012183670240779043	0.007570139951750337
1	356157	0.15724038560569845	0.09769894470044478
1	356181	0.1843416210215309	0.11453788903402568
1	356192	0.14497828317748762	0.09008007209064915
1	356213	0.06869948749769852	0.042685391568661385
1	464907	0.01669380658704117	0.010372445223310043
1	464914	0.013523782215515659	0.008402798337875864
1	464917	0.010553059079380187	0.006556984272490406
1	464918	0.18277763472988778	0.11356612971385546
1	464921	0.01138657492681551	0.007074876787011032
1	464922	0.14807458711826468	0.09200391389706854
1	464940	0.017718672676859497	0.011009230328159678
1	464945	0.01180195764111975	0.007332968578620451
1	464946	0.011091308207060495	0.006891417259014419
1	464955	0.16614824919768037	0.10323371154243481
1	464958	0.18242511174662537	0.11334709486911936
1	464960	0.045989141324184274	0.028574660115114777
1	464964	0.0295295535058422	0.018347743195127022
1	464967	0.018125073383443213	0.011261741284589852
1	464981	0.01482133583609381	0.009209013731805377
1	464996	0.015436165766900767	0.009591029046628608
1	465005	0.010305096099017821	0.00640291621031375
1	465028	0.011750942955945136	0.007301271372545903
1	465036	0.011030802172657748	0.006853822746088326
1	465037	0.011307199041642145	0.007025557776591228
1	465041	0.030206349921134704	0.01876826045153297
1	465044	0.010540429623155927	0.006549137150133782
1	465050	0.08748060781934514	0.05435475773466788
1	465059	0.16769847714283703	0.10419692232129121
1	465060	0.011370603110976409	0.007064952939861846
1	465067	0.1824260316062299	0.11334766641002653
1	465071	0.012227058463310646	0.0075970985701576685
1	465076	0.09332980506426791	0.05798906832206823
1	465082	0.011093126429377438	0.0068925469840587315
1	465089	0.010636638283210764	0.006608914951633022
1	465090	0.06530692707221275	0.04057747525870265
1	569345	0.07112638297775764	0.04419330651294694
1	569350	0.49786907973206496	0.30934345207457675
1	569397	0.07112638297775764	0.04419330651294694
1	569434	0.01934316601072246	0.012018584787447948
1	569438	0.07384345419176792	0.04588151777789782
1	569458	0.10724655745190212	0.06663603275612126
1	569460	0.43696570521534267	0.27150205785476955
1	569464	0.024962911848370545	0.015510329199724672
1	569466	0.18612223188917923	0.11564424477095207
1	569467	0.05316235808426578	0.03303163028132193
1	569476	0.13113591109754769	0.08147932274020987
1	569477	0.10724655745190212	0.06663603275612126
1	569482	0.014587800045251557	0.009063909786485079
1	569488	0.015607044153579053	0.009697201757833014
1	569489	0.07146734162172574	0.04440515602968439
1	569493	0.04168361256357227	0.025899484684395388
1	569497	0.10724655745190212	0.06663603275612126
1	569498	0.1620237967867659	0.10067104517360503
1	569504	0.012056308349499674	0.007491005559366882
1	652416	0.15032886250364025	0.0934045739461202
1	652422	0.011894925905485944	0.007390733009076541
1	652450	0.015719885087290657	0.009767313771996359
1	652464	0.014573380223121192	0.009054950247245347
1	652468	0.01479832696164201	0.009194717514303577
1	652474	0.016221548539086472	0.01007901479998886
1	652480	0.6504621612078787	0.404154864367601
1	652485	0.013270675713871145	0.008245534426239959
1	652507	0.18170963556986552	0.1129025445256533
1	652551	0.1251839534210516	0.07778116350678259
1	652568	0.010444396178505351	0.0064894682160862825
1	762829	0.18047797964426124	0.11213727367171801
1	762844	0.023045156566442994	0.014318760847126867
1	762848	0.17955081799905648	0.11156119575156853
1	762849	0.013887327882636732	0.008628681961165967
1	762856	0.016186443535039383	0.010057202834596548
1	762865	0.1820473355323572	0.11311236930974886
